,Review,Freshness
1967,"For a documentary so heavily front-loaded with well-researched observations on both the cinema of Kung Fu and the genre's persistent presence in the real world, Iron Fists... is a deliriously fun ride.",1
372089, Twilight is a must see and a must for a sequel. Can anyone say New Moon 2010?,1
2906,A kind of middle ground between commercial constraints and creative indulgence.,1
21782,You'd have to put me in a lock box to see it again.,0
24825,"...the film is directed in a way that seems a trifle theatrical, or even sitcom-ish...",0
30087,A fascinating and intimate look to the world of fashion and the lif of a genious. [Full review in Spanish],1
208522, It's official: Katherine Heigl will not rest until every last person on Earth is a misogynist.,0
4673,"It's as if Perry the filmmaker doesn't know how to showcase his iconic character, consistently sticking her in material that feels more like a rejected TV pilot than a feature-length film.",0
157225," This time around the hand-to-hand combat boasts better moves than the Mitsubishis, especially with Haywire's Gina Carano enlisted to throw some bows.",1
6218," Broken Embraces is a voluptuary of a film, drunk on primary colors, caressing Penelope Cruz, using the devices of a Hitchcock to distract us with surfaces while the sinister uncoils beneath.",1
43922,A bittersweet father-son road trip through an emotionally economically parched homeland.,1
213686, Loving is basically an exercise in subtelty. [Full review in Spanish],1
1458,"The tone veers haphazardly from tense, high-stakes cat-and-mouse chase to ill-judged satire...",0
455308, Some of the most gorgeous 3D images this side of 'Avatar.',1
97875," Batman Begins is obsessed with fear from its opening frames, and it manages something that no other film version of Batman has so far: it's scary.",1
47078,At the heart of the film is a star-making performance by the handsome Welsh actor Christian Bale.,1
4338,"... a film that connects very directly with a vital and apparently spontaneous style, close to films like Next Stop, Greenwich Village, by Paul Mazursky, or even Easy Rider... [Full review in Spanish]",1
3811,"Overall, this film is a curious experiment that misses more often than it hits, but there's obvious talent behind it and one hopes that it will lead on to more successful endeavours.",1
2201,"It rides on the charm of its actors, particularly Amy Adams as the hapless, homicidally upbeat princess and James Marsden as her would-be prince charming.",1
4072,"Despite having a hugely contentious issue at the heart of its plot, this film remains remarkably centred on its characters, all of whom are played with an earthy authenticity that often feels improvised.",1
140266," Step Up is so predictable, so remarkably so, you might wonder how such a movie got made.",0
3726,"[Tessa] Thompson's forceful, charismatic performance brings life to what could have been a relentlessly grim film, but it also unbalances the drama somewhat.",1
286278," Also known as The Green Ray; by any name, this rose would smell as sweet. An all-time-great film that feels like a romance even though, I suppose, it isn't.",1
9272," An audience looking for a Star Wars-like fix, albeit with wands and rings instead of light sabres, is sure to offer a healthy return.",1
14324,"Actually one of the year's more pleasant surprises, though it misses being more than that through a combination of length and a sometimes sloppy, meandering screenplay.",1
7725,"The talky script, by the movie's director Preston A. Whitmore II, is delivered with all the flair of bad community theater.",0
289153," When it comes to adult drama, it seems Hollywood is still out of touch with the real world.",0
4014,"While all the pieces are there for an intriguing film, John Maybury's The Edge of Love never really becomes anything.",0
748,A perfect showcase for Justin Long.,1
2832,Ladyworld manages to capture the perfect balance between the moments of tension and uneasiness with moments of teenage life.,1
3755,Velasquez doesn't have many lines...but she uses the ones she has to make as much of an impact as possible.,0
35067,"Because the film has to split its running time among so many different characters, all of whom look alike and act alike but have different names, I got rather bored.",0
166811, An overly gimmicky and fatally repetitive terrorist thriller that quickly wears out its welcome.,0
516,"...this is a middling 2019 horror entry that isn't as bad critics made it out to be, but it's exceedingly forgettable.",0
26422,"Luca Guadagnino's romantic drama Call Me By Your Name sneaks up on you -- by the end, it stings with the lingering ache of a late-summer sunburn.",1
49534,It's so accurate that it's barely parody.,1
2060,"If you're into state-of-the art depictions of human pureeing, this is indeed your flick.",0
8939,It contributes nothing of value to an understanding of these events.,0
985,[Its] superficial shock value masks the real pain of finding your voice.,0
60,Just in time for Breast Cancer Awareness month comes this pivotal documentary that shows a breast cancer diagnosis and treatment in an illuminated and artful light unlike anything before.,1
131830," Director Jaume Collet-Serra should have entitled this ""Taken II""",1
4818,"Seth Green pulls off something tricky. He mixes the deadpan yet heartwarming tone of ""Garden State"" with the broken hearted getaway vibe of ""Forgetting Sarah Marshall.""",1
3854,What The Great Hack tells so universal that it's scary. [Full review in Spanish],1
1503,"[E]ven as [Roberts] still needs to work on creating more engaging victims, he knows exactly what to do once all hell breaks loose.",1
36776,"One of the smartest, most nail-biting thrillers in EON's",1
455397, Devotees seem more interested in mayhem than competition. Perhaps that's why the filmmakers save their money shots for a closing montage of painful wipe-outs and crashes.,0
430794," The Miseducation of Cameron Post doesn't need to speak loud or at length for it to reveal volumes about our society, and how people prioritize the second-hand writings of some ancient text over the well-being and acceptance of their flesh and blood.",1
