Freshness,Review
1," My Brother Is an Only Child is a buoyant, handsomely crafted film."
1, [Thomas Jane] delivers a gritty performance that's entirely believable...
1," There's nothing terribly surprising about this movie's dramatic arc, but it's nicely executed, and Ferrell's restrained, almost gentle performance is a revelation."
1, One of The Asphalt Jungle's strengths is that the crims seem about as thick as you suspect they would be in real life: no Cruise or Clooney-style braniac super-athletes here.
1," Nowhere in Africa is a movie of many moods and nuances. In addition to being a Holocaust saga, it's a girl's story, a woman's story and the story of a marriage."
0, The human drama is cut short in favor of all the battle scenes... they should have thrown this lame Christian script to the lions and made another Gladiator.
0," Although Canopy is far from the worst Australian film ever made, there will be few that will be as tedious. "
0," ""Ray"" starts out well... and then falls into the entrenched paths of just about every other overwrought, over-long musical biopic ever filmed."
0, Too many of its moments of let's-subvert-the-genre seem to leave McDonagh stranded and flailing at just the moment when a Tarantino movie or a Chuck Palahniuk novel is snapping into place.
0, The film settles into a Forrest Gumpian groove that doesn't glorify the human spirit so much as sap it.
1," It's escapism - the world would be a lot safer if good and evil were so clearly defined - and it's something that Mel Gibson proves (once again) that he does very, very well in Apocalypto."
1," With Efron providing the shark's smile, ""Extremely Wicked, Shockingly Evil and Vile"" becomes a cutting commentary on the slippery nature of evil."
0," If only By the Sea were hilariously bad, I could recommend it for star power alone. But this is a film stuck in the doldrums."
0,One of those releases that really should have gone straight to video -- in the discount bin.
1," Forbidden romance on a deserted, cold, and rainy island? Sign me up."
0, Third rate Jason Bourne effort with one-note turn by Dylan O'Brien.
1," With a ton of heart, sentimentality, and a huge emphasis on friendship, The World's End puts a spin on the imperfections all humans have and delivers a film that is near perfect because of it."
1," Its relatively conventional approach (including a recurring musical theme!) doesn't obscure the beautiful, enigmatic tone that's long set Tsai apart."
1," The characters are so closely observed and played with such exacting accuracy and conviction that Bubble becomes quietly, inexorably, hypnotic."
1," Believe it or not, no one ever says the game's signature line. So, lets say it here, all together and with enthusiasm, ""You sunk my Battleship!"" "
0, Shyamalan extends a decent 30 minute Twilight Zone episode into a two hour endurance test
0," All the narrative's blank spaces, previously well-guarded by editor Julia Gregory, collapse into a fudged finale of stuttering irresolution."
0, Margot at the Wedding provides ample evidence of just how low Noah Baumbach has sunk.
0, More loud silliness. 
0," Doesn't crash and burn, but it doesn't exactly sail across the finish line a winner, either."
1," The script has just enough ideas, however bluntly expressed, to lift it from the eye-candy pack."
1," Whilst lacking the impact and imagination of The Act of Killing, there is a simmering tension and beating emotional heart that makes this movie every bit as necessary."
1, The talented cast elevates a decidedly average plot to one that is worth catching.
1, What could have been merely a feel-good exercise in Eschatology Lite instead becomes a wholesome but also surprisingly tough-minded portrait of a man wrestling with his faith.
0," For adults, there's little to recommend here."
1, The Queen is an unqualified triumph that works on all levels.
0," Carell is charming as the nerd spy who wants to fight and there are goofy moments, even if the film struggles to maintain balance between its comedic and action elements, between paying homage to the iconic TV show and bringing a fresh contemporary angle"
1," It's powerfully crafted, intensely paced and brilliantly acted from all involved players, and a film that's easily [Lumet's] best since Network."
0, Is aimed squarely at everyone who loved Good Will Hunting...it's the same only different -- the very definition of formula fiction.
1,"The funny and powerfully weird Rango is probably the closest I've seen a big-budget, computer-animated feature get to the comic vibe of my favorite Chuck Jones cartoons."
