,Review,predicted_train
393141, Rarely does a director assemble a set of characters so infantile in their emotions and so irritating to be around -- at least if they want anyone to actually pay to see the movie.,1
2239,"The narrative shifts between the ridiculous and the bland, the camp and the straight-faced, never quite knowing what tone to strike for a story that's admittedly absurd.",0
49388,"Stallone tem um de seus melhores momentos, desde 'Rocky', neste filme.",1
374619," Tasteless thriller deals with rape, assault, and abuse.",1
80408," Whether or not realism is your ""thing,"" Happy Christmas still serves as a great palate-cleanser in the midst of summer's usual set of explosions, superheroes...and space raccoons.",1
3245,Idiosyncratic dramedy about a quirky romance between two eccentric senior citizens - aimed an an AARP audience.,1
1947,[Director Michael Goi] does what he can with Anthony Jaswinski's script... but loses control of his ship. [Full review in Spanish],0
15734,"In eschewing the use of a narrator or talking heads, Morgen leaves out too much crucial information.",0
581,"This is indeed a Michael Bay movie, and it has no shame about that. It's utterly insane-and an absolute blast.",0
10822,The exhilarating car chase that closes the movie is alone worth the price of admission...,1
82020," Viewers who experience ardent adulation each time a new iPhone hits the market will lap it up, but others might wonder what all the fuss is about.",0
1024,Engaging musical biography on the awesome Linda Ronstadt.,1
38945,"For all its vagueness, the story is never less than visually exquisite ... and aurally appealing.",1
393885," Like Looney Tunes, there's cartoon craziness for the kids and knowing, 'wink-wink' humor to keep the grown-ups giggling and guessing at the film allusions that fill the clever script.",1
282878," It stops being a story at all and is instead just a sheer, unmitigated visual and auditory experience, two hours and forty minutes of being exposed to a brand new world.",1
4340,"The film serves more as a showcase for its talented performers (John Heard, Jeff Goldblum, Lindsay Crouse) than as critical view of the underground press or a compelling study of disenchantment among 1960s radicals.",1
83,"Come to Daddy oozes Timpson's remarkable devotion to the emotional, surreal and vicious with grotesque gusto.",1
377,"It isn't an easy ride, and as with life in the non-metaphorical world, the destination is uncertain. You'll see strange and wonderful things along the way.",1
382735," As an action film, it's irreproachable -- just don't expect it to mean anything.",1
335704," A breathing, bleeding response to a genuine human rights crisis that doesn't view tragedy as a zone exempt from beauty or humor.",1
1577,"A ragged, raw, yet somehow vital first feature.",1
4687,"It is not only the film about the Spanish Civil War that we deserve, but also the one that we need. [Full Review in Spanish]",1
234,"Horse Girl unfolds like a fever dream, appropriately. A twisting narrative built upon strong performances. The end is far from satisfying, but that's part of its charm.",1
89713," Four Brothers tries to mix the revenge quest with the drama of the four boys finding and learning about each other again. Sometimes it works, sometimes it doesn't.",0
93343, The absurd plot has plenty of bang-bang but very little blood.,1
1718,"Despite an intriguing premise, this film goes absolutely nowhere, opting for random gore as opposed to containing any real ideas.",1
36957,It appears that the production has learned from its mistakes and managed to put together the kind of film that deserves to be a part of young adult film folklore for generations to come.,1
23538,"A lean, mean amorality tale that still goes down like a cookie laced with arsenic.",1
3206,"A work of quiet, unassuming beauty. A probing, deeply personal exploration of his own family history and his love for the place he calls home.",1
63938," The film is directed with profligate pizzazz by iconoclastic New Zealander Taika Waititi who seems to hold two fingers up to the entire Marvel Cinematic Universe, even as he caresses it with delicate affection. ",1
4066,"Mixing a death-penalty melodrama and a lesbian romance isn't as awkward as it might seem, thanks mostly to two committed performances and an avoidance of heavy-handed contrivances.",0
403666," A graven image of 48 Hours and Midnight Run; though it draws near to them with its lips, its heart is far from them.",1
49,"Close Enemies is well-made, well-acted - but it's way too predictable. Every beat reminds us of another, better movie. However did this land a Competition slot?",0
3254,"A less pious film would have made Unplanned more effective, but the core truth of its story works well enough to make Unplanned an essential watch.",1
2793,"You don't have to be a motorsport fan to richly enjoy Kiwi producing duo Matthew Metcalfe and Fraser Brown's (McLaren, the upcoming Scott Dixon doco Born Racer) latest work, but it will certainly help.",1
30690,The standard romantic comedy is in desperate need of more dogs.,1
3668,"Shamelessly self-indulgent film-as-therapy for director-star Jason Mewes, Madness in the Method will fitfully entertain Askewniverse fans, though it's ultimately too scattershot to consistently satisfy.",1
277232, This is a movie you will want to revisit again and again.,1
22661,"As with the films of Emir Kusturica, whose characters also resist easy analysis, the people in Divided We Fall are completely and wonderfully human.",0
40858,"If you're the kind of horror fan who likes your gore to be chased down with something more-like, say, wit, suspense or genuine fear-this picture has little to offer.",1
52693,A slasher movie minus the slasher.,1
3581,The overall framework of the film leaves little to get excited about.,0
46242," Barely a cut above the thankfully defunct Mumblecore movement, ""Loitering With Intent"" does plenty of loitering but doesn't exhibit much commitment.",0
141751," A lean, mean 93-minute serving of brain-lust, stylized gore, morbid humor and chatty social commentary.",1
